V1,V2,V3,V4,V5,V6,V7
12/12/2023,542.165.002.741,09/01/2024,28,"133,0000","133,000","133,000"
07/12/2023,16.950.000.000,04/01/2024,28,"133,0000","133,000","133,000"
05/12/2023,28.648.000.000,02/01/2024,28,"133,0000","133,000","133,000"
30/11/2023,56.788.041.110,28/12/2023,28,"133,0000","133,000","133,000"
28/11/2023,352.161.704.142,26/12/2023,28,"133,0000","133,000","133,000"
23/11/2023,190.810.000.000,21/12/2023,28,"133,0000","133,000","133,000"
21/11/2023,1.073.730.000.000,19/12/2023,28,"133,0000","133,000","133,000"
16/11/2023,1.030.418.135.348,14/12/2023,28,"133,0000","133,000","133,000"
14/11/2023,2.075.203.913.871,12/12/2023,28,"133,0000","133,000","133,000"
09/11/2023,1.150.784.466.304,07/12/2023,28,"133,0000","133,000","133,000"
07/11/2023,1.572.122.216.444,05/12/2023,28,"133,0000","133,000","133,000"
02/11/2023,2.052.357.736.998,30/11/2023,28,"133,0000","133,000","133,000"
31/10/2023,1.543.087.521.116,28/11/2023,28,"133,0000","133,000","133,000"
26/10/2023,1.819.171.115.074,23/11/2023,28,"133,0000","133,000","133,000"
24/10/2023,2.704.577.979.069,21/11/2023,28,"133,0000","133,000","133,000"
19/10/2023,1.260.555.499.624,16/11/2023,28,"133,0000","133,000","133,000"
17/10/2023,1.891.270.935.793,14/11/2023,28,"133,0000","133,000","133,000"
12/10/2023,959.436.819.728,09/11/2023,28,"118,0000","118,000","118,000"
10/10/2023,1.328.666.468.502,07/11/2023,28,"118,0000","118,000","118,000"
05/10/2023,1.981.916.023.294,02/11/2023,28,"118,0000","118,000","118,000"
03/10/2023,1.766.475.239.931,31/10/2023,28,"118,0000","118,000","118,000"
28/09/2023,1.415.611.000.000,26/10/2023,28,"118,0000","118,000","118,000"
26/09/2023,2.312.803.620.822,24/10/2023,28,"118,0000","118,000","118,000"
21/09/2023,2.240.965.711.240,19/10/2023,28,"118,0000","118,000","118,000"
19/09/2023,2.018.335.359.732,17/10/2023,28,"118,0000","118,000","118,000"
14/09/2023,1.697.937.095.461,12/10/2023,28,"118,0000","118,000","118,000"
12/09/2023,1.527.299.668.502,10/10/2023,28,"118,0000","118,000","118,000"
07/09/2023,1.843.265.523.294,05/10/2023,28,"118,0000","118,000","118,000"
05/09/2023,1.996.925.283.055,03/10/2023,28,"118,0000","118,000","118,000"
31/08/2023,1.733.409.000.000,28/09/2023,28,"118,0000","118,000","118,000"
29/08/2023,2.313.261.620.822,26/09/2023,28,"118,0000","118,000","118,000"
24/08/2023,1.744.771.193.435,21/09/2023,28,"118,0000","118,000","118,000"
22/08/2023,1.691.919.059.730,19/09/2023,28,"118,0000","118,000","118,000"
17/08/2023,1.592.584.468.502,14/09/2023,28,"118,0000","118,000","118,000"
15/08/2023,1.763.705.804.940,12/09/2023,28,"118,0000","118,000","118,000"
10/08/2023,1.556.874.991.346,07/09/2023,28,"97,0000","97,000","97,000"
08/08/2023,1.813.800.115.564,05/09/2023,28,"97,0000","97,000","97,000"
03/08/2023,1.440.040.446.580,31/08/2023,28,"97,0000","97,000","97,000"
01/08/2023,2.207.806.562.753,29/08/2023,28,"97,0000","97,000","97,000"
27/07/2023,1.510.747.338.967,24/08/2023,28,"97,0000","97,000","97,000"
25/07/2023,1.552.490.418.634,22/08/2023,28,"97,0000","97,000","97,000"
20/07/2023,1.445.679.890.416,17/08/2023,28,"97,0000","97,000","97,000"
18/07/2023,1.339.129.378.635,15/08/2023,28,"97,0000","97,000","97,000"
13/07/2023,1.551.005.191.346,10/08/2023,28,"97,0000","97,000","97,000"
11/07/2023,1.919.455.815.564,08/08/2023,28,"97,0000","97,000","97,000"
06/07/2023,993.825.846.580,03/08/2023,28,"97,0000","97,000","97,000"
05/07/2023,10.000.000,03/01/2024,182,"105,5000","105,500","105,500"
04/07/2023,2.108.274.221.928,01/08/2023,28,"97,0000","97,000","97,000"
29/06/2023,1.724.457.021.159,27/07/2023,28,"97,0000","97,000","97,000"
27/06/2023,1.543.496.836.442,25/07/2023,28,"97,0000","97,000","97,000"
22/06/2023,1.424.279.293.158,20/07/2023,28,"97,0000","97,000","97,000"
21/06/2023,1.276.834.614.530,18/07/2023,27,"97,0000","97,000","97,000"
15/06/2023,1.366.229.342.524,13/07/2023,28,"97,0000","97,000","97,000"
13/06/2023,1.270.016.933.044,11/07/2023,28,"97,0000","97,000","97,000"
08/06/2023,1.407.171.649.864,06/07/2023,28,"97,0000","97,000","97,000"
06/06/2023,1.795.901.770.412,04/07/2023,28,"97,0000","97,000","97,000"
01/06/2023,1.831.845.196.509,29/06/2023,28,"97,0000","97,000","97,000"
30/05/2023,1.316.009.436.442,27/06/2023,28,"97,0000","97,000","97,000"
24/05/2023,1.158.691.189.044,22/06/2023,29,"97,0000","97,000","97,000"
23/05/2023,1.215.687.903.021,21/06/2023,29,"97,0000","97,000","97,000"
18/05/2023,1.071.406.099.728,15/06/2023,28,"97,0000","97,000","97,000"
16/05/2023,1.184.286.666.855,13/06/2023,28,"97,0000","97,000","97,000"
11/05/2023,1.489.602.867.400,08/06/2023,28,"91,0000","91,000","91,000"
09/05/2023,1.637.376.357.810,06/06/2023,28,"91,0000","91,000","91,000"
04/05/2023,1.235.547.073.430,01/06/2023,28,"91,0000","91,000","91,000"
02/05/2023,1.524.143.963.860,30/05/2023,28,"91,0000","91,000","91,000"
27/04/2023,1.332.857.021.236,24/05/2023,27,"91,0000","91,000","91,000"
25/04/2023,1.253.390.776.987,23/05/2023,28,"81,0000","81,000","81,000"
20/04/2023,1.089.365.247.947,18/05/2023,28,"81,0000","81,000","81,000"
18/04/2023,1.012.052.220.833,16/05/2023,28,"78,0000","78,000","78,000"
13/04/2023,955.145.172.058,11/05/2023,28,"78,0000","78,000","78,000"
11/04/2023,1.403.394.163.838,09/05/2023,28,"78,0000","78,000","78,000"
05/04/2023,1.107.090.782.199,04/05/2023,29,"78,0000","78,000","78,000"
04/04/2023,1.180.343.597.556,02/05/2023,28,"78,0000","78,000","78,000"
30/03/2023,1.340.403.200.556,27/04/2023,28,"78,0000","78,000","78,000"
28/03/2023,1.040.210.056.998,25/04/2023,28,"78,0000","78,000","78,000"
23/03/2023,1.048.394.942.471,20/04/2023,28,"78,0000","78,000","78,000"
21/03/2023,1.258.474.650.975,18/04/2023,28,"78,0000","78,000","78,000"
16/03/2023,654.485.780.824,13/04/2023,28,"75,0000","75,000","75,000"
14/03/2023,1.298.005.657.536,11/04/2023,28,"75,0000","75,000","75,000"
09/03/2023,1.039.930.119.868,05/04/2023,27,"75,0000","75,000","75,000"
07/03/2023,1.061.705.988.770,04/04/2023,28,"75,0000","75,000","75,000"
02/03/2023,1.333.658.782.194,30/03/2023,28,"75,0000","75,000","75,000"
28/02/2023,1.102.868.328.769,28/03/2023,28,"75,0000","75,000","75,000"
23/02/2023,839.897.506.852,23/03/2023,28,"75,0000","75,000","75,000"
22/02/2023,693.411.616.442,21/03/2023,27,"75,0000","75,000","75,000"
22/02/2023,19.828.000.000,23/08/2023,182,"83,5000","83,500","83,500"
16/02/2023,768.187.260.276,16/03/2023,28,"75,0000","75,000","75,000"
14/02/2023,953.563.190.276,14/03/2023,28,"75,0000","75,000","75,000"
09/02/2023,1.124.742.983.564,09/03/2023,28,"75,0000","75,000","75,000"
08/02/2023,28.327.000.000,09/08/2023,182,"83,5000","83,500","83,500"
07/02/2023,1.148.588.097.262,07/03/2023,28,"75,0000","75,000","75,000"
02/02/2023,1.252.670.400.002,02/03/2023,28,"75,0000","75,000","75,000"
31/01/2023,1.163.424.838.358,28/02/2023,28,"75,0000","75,000","75,000"
26/01/2023,959.320.953.426,23/02/2023,28,"75,0000","75,000","75,000"
24/01/2023,521.001.123.290,22/02/2023,29,"75,0000","75,000","75,000"
19/01/2023,710.540.739.728,16/02/2023,28,"75,0000","75,000","75,000"
18/01/2023,8.498.000.000,19/07/2023,182,"83,5000","83,500","83,500"
17/01/2023,832.671.109.592,14/02/2023,28,"75,0000","75,000","75,000"
12/01/2023,961.321.460.278,09/02/2023,28,"75,0000","75,000","75,000"
11/01/2023,3.200.000.000,12/07/2023,182,"83,5000","83,500","83,500"
10/01/2023,1.031.858.136.988,07/02/2023,28,"75,0000","75,000","75,000"
05/01/2023,979.646.657.537,02/02/2023,28,"75,0000","75,000","75,000"
04/01/2023,7.800.000.000,05/07/2023,182,"83,5000","83,500","83,500"
03/01/2023,1.003.147.308.221,31/01/2023,28,"75,0000","75,000","75,000"
29/12/2022,1.074.024.136.988,26/01/2023,28,"75,0000","75,000","75,000"
28/12/2022,2.543.252.604,28/06/2023,182,"83,5000","83,500","83,500"
27/12/2022,749.740.897.264,24/01/2023,28,"75,0000","75,000","75,000"
22/12/2022,812.990.787.674,19/01/2023,28,"75,0000","75,000","75,000"
21/12/2022,5.084.981.372,21/06/2023,182,"83,5000","83,500","83,500"
20/12/2022,983.483.975.345,17/01/2023,28,"75,0000","75,000","75,000"
15/12/2022,716.898.465.756,12/01/2023,28,"75,0000","75,000","75,000"
14/12/2022,3.613.308.496,14/06/2023,182,"83,5000","83,500","83,500"
13/12/2022,821.813.013.702,10/01/2023,28,"75,0000","75,000","75,000"
07/12/2022,971.376.738.360,05/01/2023,29,"75,0000","75,000","75,000"
07/12/2022,4.250.000.000,07/06/2023,182,"83,5000","83,500","83,500"
06/12/2022,759.192.924.660,03/01/2023,28,"75,0000","75,000","75,000"
01/12/2022,1.160.893.431.507,29/12/2022,28,"75,0000","75,000","75,000"
29/11/2022,745.140.821.929,27/12/2022,28,"75,0000","75,000","75,000"
24/11/2022,747.483.020.551,22/12/2022,28,"75,0000","75,000","75,000"
22/11/2022,845.856.224.660,20/12/2022,28,"75,0000","75,000","75,000"
17/11/2022,804.758.506.852,15/12/2022,28,"75,0000","75,000","75,000"
15/11/2022,765.038.630.138,13/12/2022,28,"75,0000","75,000","75,000"
10/11/2022,805.382.273.974,07/12/2022,27,"75,0000","75,000","75,000"
08/11/2022,758.965.438.358,06/12/2022,28,"75,0000","75,000","75,000"
03/11/2022,990.445.480.824,01/12/2022,28,"75,0000","75,000","75,000"
01/11/2022,782.016.876.715,29/11/2022,28,"75,0000","75,000","75,000"
27/10/2022,659.651.808.222,24/11/2022,28,"75,0000","75,000","75,000"
25/10/2022,835.283.578.084,22/11/2022,28,"75,0000","75,000","75,000"
20/10/2022,800.841.547.947,17/11/2022,28,"75,0000","75,000","75,000"
18/10/2022,796.509.136.988,15/11/2022,28,"75,0000","75,000","75,000"
13/10/2022,571.829.876.713,10/11/2022,28,"75,0000","75,000","75,000"
11/10/2022,627.222.876.713,08/11/2022,28,"75,0000","75,000","75,000"
06/10/2022,954.229.534.248,03/11/2022,28,"75,0000","75,000","75,000"
04/10/2022,649.612.378.085,01/11/2022,28,"75,0000","75,000","75,000"
29/09/2022,841.696.657.535,27/10/2022,28,"75,0000","75,000","75,000"
27/09/2022,813.728.575.344,25/10/2022,28,"75,0000","75,000","75,000"
22/09/2022,924.108.301.372,20/10/2022,28,"75,0000","75,000","75,000"
20/09/2022,822.502.379.452,18/10/2022,28,"75,0000","75,000","75,000"
15/09/2022,422.151.997.261,13/10/2022,28,"69,5000","69,500","69,500"
13/09/2022,623.705.665.754,11/10/2022,28,"69,5000","69,500","69,500"
08/09/2022,857.912.654.796,06/10/2022,28,"69,5000","69,500","69,500"
06/09/2022,490.920.326.028,04/10/2022,28,"69,5000","69,500","69,500"
01/09/2022,851.964.795.619,29/09/2022,28,"69,5000","69,500","69,500"
30/08/2022,741.517.659.731,27/09/2022,28,"69,5000","69,500","69,500"
25/08/2022,816.441.862.175,22/09/2022,28,"69,5000","69,500","69,500"
23/08/2022,499.609.873.536,20/09/2022,28,"69,5000","69,500","69,500"
18/08/2022,393.926.997.262,15/09/2022,28,"69,5000","69,500","69,500"
16/08/2022,372.375.596.714,13/09/2022,28,"69,5000","69,500","69,500"
11/08/2022,464.018.663.016,08/09/2022,28,"69,5000","69,500","69,500"
09/08/2022,652.924.904.111,06/09/2022,28,"60,0000","60,000","60,000"
04/08/2022,996.269.203.648,01/09/2022,28,"60,0000","60,000","60,000"
03/08/2022,300.000.000,01/02/2023,182,"68,1000","68,100","68,100"
02/08/2022,745.108.331.326,30/08/2022,28,"60,0000","60,000","60,000"
28/07/2022,719.036.606.716,25/08/2022,28,"60,0000","60,000","60,000"
27/07/2022,300.000.000,25/01/2023,182,"58,5000","58,500","58,500"
26/07/2022,456.462.183.015,23/08/2022,28,"52,0000","52,000","52,000"
21/07/2022,392.600.989.042,18/08/2022,28,"52,0000","52,000","52,000"
19/07/2022,426.118.185.754,16/08/2022,28,"52,0000","52,000","52,000"
14/07/2022,277.402.989.042,11/08/2022,28,"52,0000","52,000","52,000"
12/07/2022,775.273.983.562,09/08/2022,28,"52,0000","52,000","52,000"
07/07/2022,1.000.000.000.000,04/08/2022,28,"52,0000","52,000","52,000"
05/07/2022,551.960.391.176,02/08/2022,28,"52,0000","52,000","52,000"
